"IMO Number...1","Name...2","Ship type","Total fuel consumption [m tonnes]","Total CO₂ emissions [m tonnes]","Total CH₄ emissions [m tonnes]","Total N₂O emissions [m tonnes]","Total CO₂eq emissions [m tonnes]","Time spent at sea [hours]","Fuel consumption per distance [kg / n mile]","CO₂ emissions per distance [kg CO₂ / n mile]","Fuel consumption per transport work (mass) [g / m tonnes · n miles]","CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles]","CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes]"
"9085900","ADOMY","Bulk carrier",154.35,489.23,0.01,0.03,496.81,492.45,51.64,163.68,10.3,32.66,0,179.72,295.4
"9086526","RAZONI","Bulk carrier",304.5,956.86,0.02,0.05,971.81,537.14,77.8,244.47,4.36,13.7,0,337.34,480.38
"9087350","SCA OBBOLA","Ro-ro ship",8113.11,25583.3,0.41,1.46,25981.65,7138.28,83.22,262.41,15.94,50.26,20526.27,3122.08,1486.54
"9087362","SCA OSTRAND","Ro-ro ship",8031.42,25335.7,0.4,1.45,25730.04,7275.9,80.64,254.4,14.98,47.26,19826.09,4120.26,873.35
"9087374","SCA ORTVIKEN","Ro-ro ship",7471.85,23557.12,0.37,1.34,23923.99,7108.7,77.04,242.89,14.36,45.27,18451.77,3810.37,818.56
"9088249","PIRANHA","Vehicle carrier",5500,17226.85,0.28,0.99,17496.9,4153.29,87.51,274.09,17.66,55.31,557.05,4925.13,11492.2
"9088524","AEOLUS","Container ship",1572.1,4990.17,0.08,0.28,5067.36,1404.8,81.58,258.96,7.24,22.98,298.16,4284.53,317.71
"9100255","IRENA ARCTICA","Container ship",236.49,746.87,0.01,0.04,758.48,334.74,61.92,195.57,35.53,112.22,120.6,289.23,331.12
"9100530","DOGA K","General cargo ship",66.7,209.52,0,0.01,212.79,288,46.06,144.69,8.2,25.75,0,103.41,92.97
"9101730","SPLITTNES","Bulk carrier",2412.71,7735.15,0.12,0.43,7853.62,5858.55,47.31,151.68,5.18,16.61,4155.61,1740.22,1385.43
"9102069","STOLT INNOVATION","Chemical tanker",1965.23,6068.42,0.1,0.35,6164.91,1173.9,144.96,447.61,6.51,20.09,2289.84,2390.22,605.04
"9102071","STOLT CONFIDENCE","Chemical tanker",1239.91,3903.44,0.06,0.22,3964.32,735.5,129.35,407.21,7.34,23.11,183.44,1329.07,1928.75
"9102083","STOLT INSPIRATION","Chemical tanker",3714.51,11726.09,0.19,0.67,11908.47,2366.6,130.94,413.37,5.11,16.12,1162.98,3153.03,4798.15
"9102100","STOLT INVENTION","Chemical tanker",4486.18,14094.81,0.22,0.81,14315.08,2478.5,134.88,423.78,5.18,16.26,441.27,3894.03,7790.99
"9103350","MEDKON GEMLIK","Container ship",43.37,135.71,0,0.01,137.84,194.75,36.73,114.94,12.26,38.35,22.33,55.8,55.57
"9103374","MEDKON IZMIR","Container ship",45.28,142.42,0,0.01,144.64,142.97,30.74,96.67,17.76,55.87,0,74.89,65.61
"9103386","MEDKON ISTANBUL","Container ship",79.55,252.46,0,0.01,256.37,329.23,37.11,117.77,13.57,43.06,15.55,104.6,120.74
"9103398","ENIGMA","Gas carrier",620.59,1951.54,0.03,0.11,1982.01,907.47,63.64,200.12,40.17,126.33,545.59,697.04,604.68
"9103685","MSC BRIANNA","Container ship",1883.2,5892.98,0.09,0.34,5985.44,883.2,177.53,555.52,3.93,12.29,88.49,5649.64,0
"9104263","RO QUEEN","Ro-ro ship",328.3,1039.46,0.02,0.06,1055.58,723.23,80.09,253.59,182.17,576.8,633.84,239.6,132.36
"9104811","SAKAR","Bulk carrier",1900.3,6092.36,0.1,0.34,6185.67,3062.07,60.14,192.8,6.13,19.66,0,2711.96,2779.92
"9106479","MED CORLU","Container ship",1036.79,3256.5,0.05,0.19,3307.4,1516.83,78.85,247.65,9.18,28.84,618.52,1620.27,883.17
"9106493","MED DENIZLI","Container ship",833.7,2616.16,0.04,0.15,2657.09,1091.34,77.71,243.85,8.61,27.03,298.16,1370.38,848.68
"9107681","WADI ALARAB","Bulk carrier",888.4,2780.91,0.04,0.16,2824.53,621.5,148.04,463.41,4.87,15.23,0,1483.84,1186.61
"9108063","PIRITA","Container ship",2734.61,8645.26,0.14,0.49,8779.54,4049.75,57.17,180.75,15.45,48.85,6871.56,508.86,556.52
"9108128","LISBON EXPRESS","Container ship",6321.6,19872.5,0.32,1.14,20182.89,4774.7,110.56,347.55,5.68,17.84,3886.63,7360.94,8128.96
"9108130","VALENCIA EXPRESS","Container ship",6410.36,20105.5,0.32,1.15,20420.25,3984.45,129.11,404.93,7.75,24.32,7071.57,3402.27,8028.83
"9108398","MSC TIANA F","Container ship",3565.14,11122.21,0.18,0.64,11297.25,4136.6,77.97,243.24,10.41,32.47,2079.67,3385.99,5187.64
"9108740","BERGSTRAUM","Chemical tanker",2798.1,8970.71,0.14,0.5,9108.1,5018.15,52.22,167.42,12,38.47,6820.77,646.65,663
"9109378","SEA STAR 74","Bulk carrier",1259.3,3953.69,0.06,0.23,4015.52,1640.4,69.77,219.05,3.23,10.13,0,1560.6,2240.91
"9109512","POLARIS Z","Bulk carrier",372.06,1168.58,0.02,0.07,1186.85,830.98,42.56,133.69,4.42,13.9,46.59,454.51,506.92
"9109536","IDA","Bulk carrier",1356.07,4322.49,0.07,0.24,4389.07,2105.45,70.39,224.38,8,25.51,0,1939.09,2077.55
"9109548","OLGA","Bulk carrier",1332.51,4240.2,0.07,0.24,4305.63,2357.74,60.36,192.06,9.42,29.97,410.82,1606.44,2006.21
"9110315","SANN  TRO","Bulk carrier",455.17,1429.86,0.02,0.08,1452.21,1101.22,52.73,165.65,3.72,11.69,0,586.21,804.13
"9110339","MUSTAFA BEY","Bulk carrier",254.43,798.83,0.01,0.05,811.32,387.43,59.82,187.81,6.02,18.89,0,398.97,352.31
"9110377","MSC SAMANTHA VI","Container ship",11292.97,35215.97,0.56,2.03,35770.46,4380.6,185.19,577.49,5.34,16.67,9419.03,11249.89,13128.86
"9110389","MSC KATYAYNI","Container ship",9546.54,29948.4,0.48,1.72,30417.14,3279.68,223.01,699.61,6.01,18.85,3993.6,18275.79,4845.09
"9110391","MSC DYMPHNA","Container ship",11474.32,35788.77,0.57,2.07,36352.16,4057.9,205.3,640.33,5.42,16.9,13638.93,9399.1,11097.27
"9111357","OSMAN BEY","Bulk carrier",496.19,1552.48,0.02,0.09,1576.84,926.43,58.18,182.02,8.56,26.78,0,1141.49,398.29
"9112466","MN TOUCAN","Ro-ro ship",2422.26,7693.3,0.12,0.44,7812.23,3282.15,59.97,190.48,171.45,544.55,5915.41,249.75,1180.54
"9113446","MSC CLAUDIA","Container ship",1737.16,5471.31,0.09,0.31,5556.6,3919.72,69.23,218.04,7.01,22.08,892.24,1830.62,2419.81
"9113719","ALONDRA","Other ship types",1726.2,5418.46,0.09,0.31,5503.22,4335.02,37.83,118.75,95.61,300.1,0,2594.44,2681.68
"9113850","NANA LEEN","Bulk carrier",1497.7,4730.79,0.07,0.27,4804.33,2658.52,59.83,188.99,4.31,13.61,0,2205.43,2323.7
"9114232","BOW FAITH","Chemical tanker",2736.88,8615.18,0.14,0.49,8749.56,2410.11,91.69,288.61,3.73,11.75,729.52,3162.2,3816.36
"9114244","BOW CARDINAL","Chemical tanker",1531.69,4812.32,0.08,0.28,4887.52,1303.2,99.83,313.64,5.07,15.92,145.33,2656.5,1444.21
"9114347","MEDKON RIZE","Container ship",21.68,67.64,0,0,68.71,55.13,31.49,98.24,16.45,51.32,0,42.86,24.14
"9114543","ADAM-A","Bulk carrier",1297.5,4061.46,0.06,0.23,4125.16,1864.31,66.36,207.72,5.65,17.69,0,2210.61,1767.17
"9114610","DYNAMIC M","Bulk carrier",829.8,2592.07,0.04,0.15,2632.82,1740.92,52.82,165,3.79,11.84,0,1258.99,1293.33
"9116369","MSC SENA","Container ship",4433.01,13978.41,0.22,0.8,14196.07,3143.2,124.42,392.34,6.65,20.97,3510.24,6610.27,2984.88
"9116448","NACC INDIAN","General cargo ship",546.98,1742.09,0.03,0.1,1768.95,1049.4,29.63,94.38,2.82,8.99,0,768.65,702.11
"9116515","GRIT CEMENT III","General cargo ship",2846.42,8971.43,0.14,0.51,9111.19,5008.09,59.8,188.49,9.37,29.53,403.99,4239.89,3917.25
"9117416","LITA","Bulk carrier",452.7,1438.54,0.02,0.08,1460.77,898.45,53.28,169.32,4.12,13.08,0,256.8,1137.18
"9117832","AMANO-T","Bulk carrier",389.8,1234.84,0.02,0.07,1253.98,578,62.74,198.75,8.42,26.67,0,671.51,430.28
"9117985","COMMODORE GOODWILL","Ro-ro ship",300.76,964.24,0.02,0.05,979,519.94,61.37,196.74,99.98,320.53,0,510.7,435.77
"9118147","YARA J","Bulk carrier",810.4,2535.24,0.04,0.15,2575.04,1105.82,68.97,215.76,3,9.4,0,547.69,1740.21
"9118238","SMS CAYENNE","Bulk carrier",315.2,1010.53,0.02,0.06,1026.01,2325.31,57.55,184.49,4.58,14.69,0,234.68,698.59
"9118252","BELLA NADIA","Bulk carrier",713.55,2257.08,0.04,0.13,2292.12,2681.58,38.62,122.17,5.67,17.94,335,1023.26,811.76
"9118264","SAMENTHA","Bulk carrier",593.8,1882.39,0.03,0.11,1911.55,1222.8,47.68,151.16,6.69,21.21,220.99,793.98,769.97
"9118496","CHRISTINA","Chemical tanker",2622.7,8408.38,0.13,0.47,8537.15,5398.6,47.17,151.23,10.99,35.24,6556.27,804.07,354.26
"9118513","SKY LIGHT","Container ship",464.84,1460.03,0.02,0.08,1482.85,709.63,101.36,318.37,19.39,60.91,324.84,575.44,207.78
"9120205","SIERRA LARA","Refrigerated cargo carrier",628.39,1972.19,0.03,0.11,2003.04,1612.65,55.47,174.08,52.79,165.67,188.47,236.38,1288.66
"9120243","MT BANDIRMA","Chemical tanker",566.68,1816.78,0.03,0.1,1844.6,1327.07,46.97,150.57,7.81,25.05,42,900.44,693.46
"9120853","MSC FIE X","Container ship",5757.63,17973.84,0.29,1.04,18256.54,1836.6,255.67,798.15,4.81,15,5479.39,8809.7,2605.57
"9121273","ENDURANCE","Ro-ro ship",7146.18,22453.96,0.36,1.29,22804.84,4739.9,111.23,349.5,20.15,63.31,1077.56,10032.83,10685.12
"9121998","MYKINES","Ro-ro ship",9311.17,29032.53,0.47,1.68,29489.7,6934.83,84.39,263.14,60.44,188.45,15743.85,8009.76,4958.52
"9122007","BORE BAY","Ro-ro ship",5294.65,16554.57,0.26,0.95,16814.54,5575.76,77.7,242.94,44.63,139.55,9017.34,2475.16,4362.37
"9122473","DHANU","Container ship",156.2,500.78,0.01,0.03,508.45,160.1,119.79,384.03,89.25,286.15,0,172.8,285.65
"9122655","DON CARLOS","Vehicle carrier",3303.03,10283.71,0.17,0.59,10445.89,2026,111.11,345.94,12.08,37.62,1206.62,2520.72,6204.04
"9122899","EVOLUTION","Bulk carrier",386.15,1210.8,0.02,0.07,1229.76,1468.55,38.82,121.71,3.22,10.11,0,426.14,759.81
"9122930","GLOVIS CORONA","Vehicle carrier",1891.35,5606.36,0.09,0.34,5699.23,1217.8,105.19,311.79,15.23,45.14,568.88,4390.28,464.94
"9122942","GLOVIS COMET","Vehicle carrier",3717.82,11540.96,0.19,0.67,11723.5,2436.33,105.5,327.49,14.69,45.62,457.46,6647.01,4257.36
"9122966","ASIAN VISION","Vehicle carrier",3638.92,11332.09,0.18,0.66,11510.76,2015.5,112.29,349.68,16.7,51.99,1557.12,4442.2,5086.21
"9123099","LADY RANIA","General cargo ship",268.2,841.18,0.01,0.05,854.35,482.68,71.77,225.1,4.84,15.18,0,292.03,494.97
"9123788","MONTE DA GUIA","Container ship",3865.07,12071.65,0.19,0.7,12261.42,4535.54,61.17,191.04,17.44,54.46,11057.24,0,0
"9123960","FUTURE ID","Bulk carrier",129.2,407.89,0.01,0.02,414.23,187.5,71.3,225.1,3.65,11.51,0,151.41,243.01
"9124469","STOLT ACHIEVEMENT","Chemical tanker",1980.41,5953.68,0.1,0.36,6050.92,1160.7,143.95,432.74,6.04,18.15,509.22,2401.94,1808.07
"9124471","STOLT PERSEVERANCE","Chemical tanker",1412.97,4158.25,0.07,0.25,4227.63,711.1,151.78,446.67,5.34,15.71,120.49,1320.52,1890.11
"9124926","SUNNY LYNN","General cargo ship",163.65,517.97,0.01,0.03,526,89.92,46.72,147.87,11.68,36.96,0,179.06,295.22
"9125217","PRINCE HADI","General cargo ship",697.43,2184.8,0.03,0.13,2219.04,1045.48,59.74,187.16,8.71,27.29,0,1304.36,719.75
"9125229","PRINCE FAROUK","General cargo ship",191.45,598.98,0.01,0.03,608.38,342.63,57.61,180.25,4.78,14.95,0,285.78,293.32
"9125279","NORMAN","Chemical tanker",862.7,2713.17,0.04,0.16,2755.53,2236.26,36.84,115.85,8.8,27.68,367.69,906.74,1190.99
"9125384","BLUE CARRIER 2","Ro-ro ship",5121.92,15991.84,0.26,0.92,16243.32,3855.92,90.29,281.9,47.65,148.77,15353.01,0,0
"9125566","TQ SAMSUN","Bulk carrier",1201.27,3780.21,0.06,0.22,3839.2,2092.23,78.08,245.71,3.83,12.07,0,1411.53,2182.1
"9126223","LAURA","General cargo ship",3780.67,11807.31,0.19,0.68,11992.95,5651.32,58.08,181.39,12.42,38.8,10887.89,0,0
"9126235","HJORDIS","General cargo ship",3505.86,10948.09,0.18,0.63,11120.23,5236.38,55.16,172.24,11.91,37.2,10064.34,0,0
"9126247","MARJATTA","General cargo ship",3517.01,10976.99,0.18,0.63,11149.67,5315.43,55.26,172.47,10.13,31.6,10257.63,0,0
"9126742","ROZA A","Container ship",1679.24,5285.73,0.08,0.3,5368.18,3356.78,65.84,207.25,6.53,20.54,2022.86,1293.17,1319.01
"9126754","TOMRIZ A","Container ship",1627.89,5124.64,0.08,0.29,5204.57,3147.91,70.72,222.64,6.26,19.7,667,1862.61,1790.82
"9126766","CORELLI","Container ship",1870.27,5888.01,0.09,0.34,5979.84,3628.16,65.91,207.49,6.61,20.82,1752.23,1807,1807.21
"9126924","LEYLA KALKAVAN","Container ship",405.94,1269.05,0.02,0.07,1288.98,437.91,79.19,247.56,11.86,37.06,0,515.82,687.77
"9126998","TITAN","Container ship",981.83,3082.14,0.05,0.18,3130.35,1592.1,96.18,301.91,18.87,59.24,797.8,1171.95,1044.27
"9127007","JAGUAR","Container ship",2101.44,6596.32,0.11,0.38,6699.5,2720.2,91.44,287.03,14.36,45.09,2519.73,2214.44,1363.21
"9127459","ALLEGRI","Container ship",3219.41,10057.41,0.16,0.58,10215.49,4700.42,61.79,193.03,5.77,18.04,5103.19,1927.92,2285.87
"9127540","MSC HIMANSHI","Container ship",334.26,1041.09,0.02,0.06,1057.5,445.7,89.75,279.52,6.59,20.53,0,220.91,681.51
"9127928","SIERRA QUEEN","Refrigerated cargo carrier",1896.12,5954.38,0.09,0.34,6047.48,3728.9,67.11,210.73,16.14,50.69,128.88,2033.13,3223.65
"9128049","CROWN GARNET","Refrigerated cargo carrier",1724.48,5406.75,0.09,0.31,5491.42,1230.1,85.89,269.3,18.48,57.94,0,1822.58,3352.24
"9128051","CROWN JADE","Refrigerated cargo carrier",1606.55,5026,0.08,0.29,5104.88,1060.01,90.28,282.43,15.66,49,297.41,479.15,4044.12
"9128063","CROWN OPAL","Refrigerated cargo carrier",2628.39,8229.3,0.13,0.47,8358.35,1927.05,86.11,269.61,15.18,47.53,252.66,1735.61,6076.55
"9128104","LOLO GATE","Bulk carrier",1009.6,3191.22,0.05,0.18,3240.79,2128.27,58.79,185.84,4.18,13.21,0,1579.8,1523.19
"9128154","AGORA","Bulk carrier",206.78,647.24,0.01,0.04,657.4,357.85,75.62,236.7,3.21,10.05,61.1,201.07,363.1
"9129263","BALTIC BRIGHT","Ro-ro ship",2692.2,8631.19,0.13,0.48,8763.38,5791.04,44.11,141.42,23.32,74.75,722.31,3782.43,3756.79
"9129469","PERSEUS","Container ship",4070.24,13049.19,0.2,0.73,13249.04,6541.93,56.15,180.01,13.61,43.62,104.23,6225.6,6388.54
"9129598","ARK FUTURA","Ro-ro ship",5432.07,16978.96,0.27,0.98,17245.67,4653.1,79.9,249.73,32.66,102.09,1777.93,6736.92,7912.06
"9129873","MSC ALEXA","Container ship",326.93,1024.73,0.02,0.06,1040.78,287.4,106.79,334.71,9.42,29.51,0,794.27,195.51
"9131955","MINCHAH","Vehicle carrier",178.55,556.72,0.01,0.03,565.49,306.8,50.05,156.05,170.54,531.76,142.73,331.58,74.76
"9131993","SC CONNECTOR","Ro-ro ship",3967.69,12720.41,0.2,0.71,12915.23,6259.18,57.79,185.28,19.91,63.83,6776.79,3227.32,1912.92
"9132014","EOS","Ro-ro ship",2985.75,9358.5,0.15,0.54,9505.1,1986.45,137.89,432.2,119.94,375.94,2473.16,2848.86,2682.52
"9132480","KLC ERCIYES","Bulk carrier",443.24,1401.83,0.02,0.08,1423.59,1189,51.17,161.82,9.25,29.25,0,961.88,358.92
"9132492","AZARA","Bulk carrier",1117.19,3533.95,0.06,0.2,3588.81,2379.14,49.25,155.79,6.17,19.52,840.15,1025.93,1368.79
"9134153","WEC MAJORELLE","Container ship",2538.46,7925.29,0.13,0.46,8049.93,5795.48,55.55,173.43,14.36,44.83,4260.78,1870.93,1469.33
"9135468","NACC KINGDOM","Bulk carrier",311.73,975.61,0.02,0.06,990.92,585.27,51.83,162.23,10.11,31.63,0,435.54,479.48
"9135482","MOAYAD Y","Bulk carrier",652.3,2062.01,0.03,0.12,2094.04,436.75,80.89,255.71,5.27,16.65,0,568.96,1265.82
"9135638","MED MERSIN","Container ship",1443.1,4583.33,0.07,0.26,4654.18,1307.3,95.17,302.25,8.91,28.28,2684.23,989.27,682.01
"9136785","SWORD LION","Bulk carrier",684.2,2157.57,0.03,0.12,2191.16,1118.08,70.65,222.8,3.8,11.98,197.81,812.95,1068.58
"9136967","POLARIS PRINCESS","Vehicle carrier",2253.73,7070.7,0.11,0.41,7181.36,4803.52,38.07,119.43,87.5,274.52,1975.73,2493.71,2399.85
"9138111","CSL SPIRIT","Bulk carrier",966.74,3045.62,0.05,0.17,3093.09,711,110.01,346.57,5.34,16.81,0,1397.53,1626.64
"9138276","PANTHER","Container ship",697.91,2181.12,0.03,0.13,2215.38,461.2,125.14,391.09,5.9,18.43,0,1719.33,453.16
"9138355","K-RIVER","Container ship",2532.27,7914.47,0.13,0.46,8038.81,5086.11,59.44,185.78,17.94,56.07,3781.77,1775.7,2016.27
"9138408","NQ CALIPSO","Chemical tanker",2778.9,8741.17,0.14,0.5,8877.61,5621.13,60.9,191.56,12.38,38.96,4762.93,1566.78,1844.7
"9138513","DON PASQUALE","Vehicle carrier",1258.43,3985.06,0.06,0.23,4046.85,755.4,115.37,365.34,21.36,67.65,581.25,1545.55,1516.88
"9138525","DON QUIJOTE","Vehicle carrier",2154.15,6764.89,0.11,0.39,6870.66,1280,115.48,362.67,10.6,33.28,971.07,283.1,5052.09
"9138642","MAJESTIC NOOR","Bulk carrier",732.73,2314.82,0.04,0.13,2350.8,1165,64.12,202.57,3.47,10.96,363.57,286.18,1576.49
"9138692","PRINCE MOUHAMMAD","Bulk carrier",508.7,1594.85,0.03,0.09,1619.82,1063.89,72.19,226.32,8.85,27.74,0,774.58,724.08
"9138783","MSC BRIDGE","Ro-ro ship",4189.77,13110.46,0.21,0.75,13316.18,3906.87,125.13,391.55,22.62,70.78,416.47,5539.18,5388.02
"9139256","EDFU","Bulk carrier",510.57,1622.88,0.03,0.09,1647.96,347,132.44,420.98,4.64,14.76,0,663.68,827.44
"9139646","MEDKON LIA","Container ship",41.51,129.42,0,0.01,131.46,84.3,36.61,114.14,8.89,27.71,20.59,72.38,34.05
"9140528","SMS CARRERA","Bulk carrier",478.1,1512.16,0.02,0.09,1535.64,524.17,121.98,385.81,5.42,17.16,0,219.11,882.26
"9141118","WEGA","Container ship",6205.96,19350.13,0.31,1.12,19654.84,5827.19,74.15,231.19,27.89,86.95,14097.43,2280.31,2472.39
"9141235","MOHAMAD M","Bulk carrier",574.92,1817.32,0.03,0.1,1845.55,1066.56,61.29,193.73,5.43,17.16,53.3,813.43,865.09
"9141297","MSC ROCHELLE","Container ship",4955.99,15544.18,0.25,0.89,15787.52,2214.5,161.67,507.07,4.45,13.96,7909.37,3906.55,3206.98
"9141780","MED TRABZON","Container ship",4259.07,13314.37,0.21,0.77,13523.49,3837.05,96.2,300.73,7.07,22.09,2846.46,5363.72,4608.26
"9142215","LUCENT","Bulk carrier",461.76,1458.66,0.02,0.08,1481.33,680.33,63.14,199.46,3.1,9.81,0,420.09,989.2
"9142459","ULYSSE","Ro-ro ship",8101.1,25256.63,0.41,1.46,25654.39,4886.33,107.27,334.43,70.86,220.91,2319.9,10677.28,11304.16
"9142461","SALAMMBO","Ro-ro ship",7461.17,23263.37,0.37,1.34,23629.72,4524.3,105.91,330.21,72.14,224.93,1856.44,10219.34,10523.13
"9143099","BALTIC PURPLE","Refrigerated cargo carrier",2116.92,6615.85,0.11,0.38,6719.79,1659.78,81.29,254.05,18.94,59.19,112.38,1887.07,4510.91
"9143207","BOW FLORA","Chemical tanker",2008.28,6311.08,0.1,0.36,6409.69,1871.49,92.13,289.51,5.6,17.58,467.92,2608.07,2663.08
"9143219","BOW CECIL","Chemical tanker",1976.04,6183.11,0.1,0.36,6280.14,1846.93,87.59,274.06,3.08,9.63,359.32,1389.6,4145.75
"9143439","SANTA MARTINA","Chemical tanker",1576.9,5012.42,0.08,0.28,5089.85,1447.8,137.8,438.01,27.59,87.71,4093.44,224.89,256.12
"9143544","KOBE EXPRESS","Container ship",13366.88,41814.48,0.67,2.41,42470.8,5865.92,158.08,494.49,4.55,14.24,4246.57,19922.6,16543.73
"9143568","LONDON EXPRESS","Container ship",12816.47,40099.17,0.64,2.31,40728.46,5525.09,156.01,488.13,5.17,16.17,3804.36,18627.13,16672.86
"9143855","HANA H","General cargo ship",326.83,1031.54,0.02,0.06,1047.59,1514.85,25.27,79.76,5.25,16.57,292.38,295.52,429.8
"9143879","MED IZMIR","Container ship",1577.48,4971.46,0.08,0.28,5048.91,2738.5,69.55,219.2,12.37,39,1382.68,1936.46,1380.46
"9143972","K-OCEAN","Container ship",1848.23,5785.46,0.09,0.33,5876.2,2469.17,69.95,218.97,25.2,78.89,4814.6,261.12,312.3
"9144718","JONA SOPHIE","Container ship",5099.9,15907.76,0.26,0.92,16158.16,5674,73.95,230.66,14.64,45.65,15247.6,0,0
"9144720","BARBARA P","Container ship",5324.4,16610.25,0.27,0.96,16871.67,5723,76.9,239.89,15.39,48,16008.6,0,0
"9145229","MKK II","Bulk carrier",525.65,1685.23,0.03,0.09,1711.04,1003.33,63.8,204.53,6.47,20.74,48.09,753.41,826.03
"9145231","TZAREVNA","Bulk carrier",2641.1,8451.57,0.13,0.48,8581.24,4163.15,61.93,198.17,7.88,25.21,931.59,4045.66,3083.5
"9145956","BR VICTORY","Bulk carrier",281.58,883.38,0.01,0.05,897.2,483.5,58.08,182.21,1.95,6.12,101.28,315.59,422.91
"9146467","MSC YUKTA X","Container ship",15432.95,48293.05,0.77,2.78,49050.81,4318.9,256.89,803.88,4.5,14.07,9208.35,31476.9,5882.87
"9146479","MSC VILDA X","Container ship",5259.96,16469.33,0.26,0.95,16727.59,1592.13,249.25,780.41,3.32,10.38,1944.47,5999.82,7769.11
"9146895","LORD HASSAN","Bulk carrier",639.1,2001.99,0.03,0.12,2033.37,1342.5,63.99,200.46,5.57,17.44,110.92,670.62,1136.34
"9147071","MSC SAO PAULO V","Container ship",1378.42,4324.31,0.07,0.25,4391.99,831.2,131.84,413.6,5.79,18.16,915.43,1593.34,1742.15
"9147215","MED CERKEZKOY","Container ship",1327.42,4181.09,0.07,0.24,4246.26,1577.26,95.57,301.02,11.34,35.71,1363.89,1610.88,1022.15
"9147681","ANNEMIEKE","Other ship types",4829.4,15120.88,0.24,0.87,15358.01,3691,82.66,258.82,78.66,246.28,1554.1,8577.6,4599.3
"9147708","GRIETJE","Other ship types",2839,8865.43,0.14,0.51,9004.83,2151,77.06,240.63,129.28,403.7,508.9,3706.1,4602.3
"9147710","ANNEGRET","Other ship types",4892.3,15275.02,0.24,0.88,15515.23,3383,88.07,274.99,56.69,176.99,562.5,9635,4807.9
"9147734","GISELA ESSBERGER","Chemical tanker",2920.5,9363.12,0.15,0.53,9506.52,4247,67.3,215.76,16.6,53.2,7738.6,217.4,163.5
"9148025","MED AYDIN","Container ship",110.28,347.73,0.01,0.02,353.15,150.73,68.27,215.27,9.97,31.44,0,236.63,78.11
"9149328","MSC NADRIELY","Container ship",2280.12,7231.86,0.11,0.41,7343.81,3235.4,110.59,350.77,6.88,21.82,1234.07,3517.95,1968.43
"9149495","STOLT SEA","Chemical tanker",1076.47,3360.02,0.05,0.19,3412.87,998.3,85.62,267.24,6.63,20.7,382.43,1236.28,1671.74
"9149512","STOLT SUN","Chemical tanker",2521.93,7875.97,0.13,0.45,7999.8,2490.1,85.03,265.56,7.33,22.9,901.25,2497.47,4035.84
"9149524","STOLT SPAN","Chemical tanker",813.81,2541.1,0.04,0.15,2581.06,884.4,72.69,226.98,6.42,20.04,75.71,1108.73,1328.39
"9149677","PRINCESS LAYLA","General cargo ship",216.1,677.59,0.01,0.04,688.2,387.24,66.87,209.68,3.41,10.7,0,153.96,447
"9149732","BR MIRAL","General cargo ship",183.1,580.06,0.01,0.03,589.05,328.73,55.2,174.87,5.52,17.5,0,266.64,304.12
"9149885","FIONA","Container ship",2245.79,7022.8,0.11,0.4,7133.07,2879.2,126.13,394.44,15.1,47.22,888.06,3789.57,1882.36
"9149897","AYDOGAN","Container ship",1594.54,5012.55,0.08,0.29,5090.85,1284.39,116.25,365.45,377.91,1187.99,3692.81,504.72,73.73
"9150080","WEC BOUMEESTER","Container ship",2952.2,9228.38,0.15,0.53,9373.34,4591.83,61.72,192.93,15.82,49.47,3464.7,2534.7,2900.1
"9150315","STOLT SYPRESS","Chemical tanker",987.33,3086.09,0.05,0.18,3134.57,886.6,85.05,265.84,9.3,29.07,5.2,0,2788.76
"9150327","NQ ZINNIA","Chemical tanker",2595.77,8160.3,0.13,0.47,8287.75,4514.99,60.77,191.03,9.93,31.23,2473.64,1868.36,3415.56
"9150420","INSULAR","Container ship",3606.63,11254.37,0.18,0.65,11431.45,4490.18,58.33,182.03,20.52,64.02,10515.35,0,0
"9150614","HAI GONG YOU 306","Oil tanker",1044.47,3262.23,0.05,0.19,3313.51,1439.45,72.07,225.1,7.72,24.11,0,1721.29,1304.95
"9150810","CARIBBEAN STAR","Refrigerated cargo carrier",3765.53,11795.39,0.19,0.68,11980.28,2914.39,84.97,266.17,13.49,42.26,0,10491.65,736.74
"9150822","COSTA RICAN STAR","Refrigerated cargo carrier",3455.93,10828.59,0.17,0.62,10998.28,2652.54,84.78,265.64,13.69,42.9,0,9605.72,725.39
"9151101","K-STREAM","Container ship",1177.36,3699.31,0.06,0.21,3757.12,1537.72,78.34,246.15,22.02,69.18,3128.06,0,0
"9151395","AROYAT","Bulk carrier",151,477.84,0.01,0.03,485.25,319.5,47.44,150.13,5.46,17.28,0,194.28,249.91
"9151515","TOI CHALLENGER","General cargo ship",1334.62,4187.56,0.07,0.24,4253.09,3353.6,64.99,203.92,5.68,17.83,1393.79,763.52,1668.07
